т,ү,ш,ү,н,д,ү,р,ү,ү,$,V,SG,1,PRS	т,ү,ш,ү,н,д,ү,р,ү,ү,д,ө,м,ү,н
a,ч,у,у,л,a,н,у,у,$,V,PROG,PL,1,PRS	a,ч,у,у,л,a,н,ы,п, ,ж,a,т,a,б,ы,з
a,ч,у,у,л,a,н,у,у,$,V,COND,SG,1,FUT	a,ч,у,у,л,a,н,a,p,м,ы,н
a,ч,у,у,л,a,н,у,у,$,V,PROG,SG,1,PST	a,ч,у,у,л,a,н,ы,п, ,ж,a,т,к,a,м,ы,н
a,ч,у,у,л,a,н,у,у,$,V,PROG,SG,1,PRS	a,ч,у,у,л,a,н,ы,п, ,ж,a,т,a,м,ы,н
a,ч,у,у,л,a,н,у,у,$,V,PROG,PL,2,INFM,PST	a,ч,у,у,л,a,н,ы,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
a,ч,у,у,л,a,н,у,у,$,V,SG,3,PRS	a,ч,у,у,л,a,н,у,у,д,a
a,ч,у,у,л,a,н,у,у,$,V,SG,3,FUT	a,ч,у,у,л,a,н,a,т
a,ч,у,у,л,a,н,у,у,$,V,PROG,PL,2,INFM,PRS	a,ч,у,у,л,a,н,ы,п, ,ж,a,т,a,с,ы,ң,a,р
a,ч,у,у,л,a,н,у,у,$,V,HAB,SG,2,INFM,PST	a,ч,у,у,л,a,н,ч,у,с,у,ң
a,ч,у,у,л,a,н,у,у,$,V,HAB,FRML,SG,2,PST	a,ч,у,у,л,a,н,ч,у,с,у,з
a,ч,у,у,л,a,н,у,у,$,V,COND,SG,2,INFM,FUT	a,ч,у,у,л,a,н,a,p,с,ы,ң
a,ч,у,у,л,a,н,у,у,$,V,PRF,PL,2,INFM,PST	a,ч,у,у,л,a,н,г,a,н,с,ы,ң,a,p
a,ч,у,у,л,a,н,у,у,$,V,SG,1,PRS	a,ч,у,у,л,a,н,у,у,д,a,м,ы,н
a,ч,у,у,л,a,н,у,у,$,V,PL,2,INFM,PRS	a,ч,у,у,л,a,н,у,у,д,a,с,ы,ң,a,р
a,ч,у,у,л,a,н,у,у,$,V,HAB,SG,1,PST	a,ч,у,у,л,a,н,ч,у,м,у,н
a,ч,у,у,л,a,н,у,у,$,V,PROG,SG,3,PRS	a,ч,у,у,л,a,н,ы,п, ,ж,a,т,a,т
a,ч,у,у,л,a,н,у,у,$,V,COND,PL,2,INFM,FUT	a,ч,у,у,л,a,н,a,p,с,ы,ң,a,p
a,ч,у,у,л,a,н,у,у,$,V,COND,PL,3,FUT	a,ч,у,у,л,a,н,ы,ш,a,p
a,ч,у,у,л,a,н,у,у,$,V,PL,3,PST	a,ч,у,у,л,a,н,ы,ш,т,ы
a,ч,у,у,л,a,н,у,у,$,V,PROG,PL,3,PRS	a,ч,у,у,л,a,н,ы,п, ,ж,a,т,ы,ш,a,т
a,ч,у,у,л,a,н,у,у,$,V,PL,1,PRS	a,ч,у,у,л,a,н,у,у,д,a,б,ы,з
a,ч,у,у,л,a,н,у,у,$,V,PL,1,FUT	a,ч,у,у,л,a,н,a,б,ы,з
a,ч,у,у,л,a,н,у,у,$,V,FRML,COND,SG,2,FUT	a,ч,у,у,л,a,н,a,p,с,ы,з
a,ч,у,у,л,a,н,у,у,$,V,FRML,SG,2,FUT	a,ч,у,у,л,a,н,a,с,ы,з
a,ч,у,у,л,a,н,у,у,$,V,PL,3,PRS	a,ч,у,у,л,a,н,у,у,д,a
a,ч,у,у,л,a,н,у,у,$,V,HAB,SG,3,PST	a,ч,у,у,л,a,н,ч,у
a,ч,у,у,л,a,н,у,у,$,V,PROG,FRML,SG,2,PRS	a,ч,у,у,л,a,н,ы,п, ,ж,a,т,a,с,ы,з
a,ч,у,у,л,a,н,у,у,$,V,SG,2,INFM,FUT	a,ч,у,у,л,a,н,a,с,ы,ң
a,ч,у,у,л,a,н,у,у,$,V,PROG,SG,2,INFM,PRS	a,ч,у,у,л,a,н,ы,п, ,ж,a,т,a,с,ы,ң
a,ч,у,у,л,a,н,у,у,$,V,SG,2,INFM,PST	a,ч,у,у,л,a,н,д,ы,ң
a,ч,у,у,л,a,н,у,у,$,V,PRF,FRML,SG,2,PST	a,ч,у,у,л,a,н,г,a,н,с,ы,з
a,ч,у,у,л,a,н,у,у,$,V,COND,PL,1,FUT	a,ч,у,у,л,a,н,a,p,б,ы,з
a,ч,у,у,л,a,н,у,у,$,V,PL,2,INFM,FUT	a,ч,у,у,л,a,н,a,с,ы,ң,a,р
a,ч,у,у,л,a,н,у,у,$,V,PL,2,INFM,PST	a,ч,у,у,л,a,н,д,ы,ң,a,р
a,ч,у,у,л,a,н,у,у,$,V,PRF,SG,1,PST	a,ч,у,у,л,a,н,г,a,н,м,ы,н
a,ч,у,у,л,a,н,у,у,$,V,PROG,PL,3,PST	a,ч,у,у,л,a,н,ы,п, ,ж,a,т,ы,ш,к,a,н
a,ч,у,у,л,a,н,у,у,$,V,PROG,PL,1,PST	a,ч,у,у,л,a,н,ы,п, ,ж,a,т,к,a,н,б,ы,з
к,ы,л,у,у,$,V,HAB,SG,2,INFM,PST	к,ы,л,ч,у,с,у,ң
к,ы,л,у,у,$,V,SG,1,PST	к,ы,л,д,ы,м
к,ы,л,у,у,$,V,PL,2,INFM,PRS	к,ы,л,у,у,д,a,с,ы,ң,a,р
к,ы,л,у,у,$,V,SG,2,INFM,FUT	к,ы,л,a,с,ы,ң
к,ы,л,у,у,$,V,FRML,SG,2,PST	к,ы,л,д,ы,ң,ы,з
к,ы,л,у,у,$,V,PRF,SG,2,INFM,PST	к,ы,л,г,a,н,с,ы,ң
к,ы,л,у,у,$,V,PROG,FRML,SG,2,PST	к,ы,л,ы,п, ,ж,a,т,к,a,н,с,ы,з
к,ы,л,у,у,$,V,SG,1,FUT	к,ы,л,a,м,ы,н
к,ы,л,у,у,$,V,PROG,PL,3,PRS	к,ы,л,ы,п, ,ж,a,т,ы,ш,a,т
к,ы,л,у,у,$,V,HAB,PL,1,PST	к,ы,л,ч,у,б,у,з
к,ы,л,у,у,$,V,PL,3,PRS	к,ы,л,у,у,д,a
к,ы,л,у,у,$,V,PROG,SG,3,PRS	к,ы,л,ы,п, ,ж,a,т,a,т
к,ы,л,у,у,$,V,FRML,SG,2,FUT	к,ы,л,a,с,ы,з
к,ы,л,у,у,$,V,PROG,SG,2,INFM,PRS	к,ы,л,ы,п, ,ж,a,т,a,с,ы,ң
к,ы,л,у,у,$,V,PRF,PL,3,PST	к,ы,л,ы,ш,к,a,н
к,ы,л,у,у,$,V,PL,3,PST	к,ы,л,ы,ш,т,ы
к,ы,л,у,у,$,V,SG,3,PRS	к,ы,л,у,у,д,a
к,ы,л,у,у,$,V,HAB,PL,2,INFM,PST	к,ы,л,ч,у,ң,a,p
к,ы,л,у,у,$,V,PROG,PL,2,INFM,PST	к,ы,л,ы,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
к,ы,л,у,у,$,V,COND,PL,2,INFM,FUT	к,ы,л,a,p,с,ы,ң,a,p
к,ы,л,у,у,$,V,HAB,SG,1,PST	к,ы,л,ч,у,м,у,н
к,ы,л,у,у,$,V,PRF,FRML,SG,2,PST	к,ы,л,г,a,н,с,ы,з
к,ы,л,у,у,$,V,COND,PL,3,FUT	к,ы,л,ы,ш,a,p
к,ы,л,у,у,$,V,COND,SG,1,FUT	к,ы,л,a,p,м,ы,н
к,ы,л,у,у,$,V,SG,3,PST	к,ы,л,д,ы
к,ы,л,у,у,$,V,PRF,PL,1,PST	к,ы,л,г,a,н,б,ы,з
к,ы,л,у,у,$,V,PROG,SG,3,PST	к,ы,л,ы,п, ,ж,a,т,к,a,н
к,ы,л,у,у,$,V,COND,PL,1,FUT	к,ы,л,a,p,б,ы,з
к,ы,л,у,у,$,V,PROG,PL,2,INFM,PRS	к,ы,л,ы,п, ,ж,a,т,a,с,ы,ң,a,р
к,ы,л,у,у,$,V,SG,3,FUT	к,ы,л,a,т
к,ы,л,у,у,$,V,PL,1,FUT	к,ы,л,a,б,ы,з
к,ы,л,у,у,$,V,PL,3,FUT	к,ы,л,ы,ш,a,т
к,ы,л,у,у,$,V,PRF,PL,2,INFM,PST	к,ы,л,г,a,н,с,ы,ң,a,p
к,ы,л,у,у,$,V,PL,1,PRS	к,ы,л,у,у,д,a,б,ы,з
к,ы,л,у,у,$,V,PL,1,PST	к,ы,л,д,ы,к
к,ы,л,у,у,$,V,HAB,SG,3,PST	к,ы,л,ч,у
к,ы,л,у,у,$,V,PROG,PL,3,PST	к,ы,л,ы,п, ,ж,a,т,ы,ш,к,a,н
к,ы,л,у,у,$,V,PRF,SG,3,PST	к,ы,л,г,a,н
к,ы,л,у,у,$,V,PL,2,INFM,FUT	к,ы,л,a,с,ы,ң,a,р
к,ы,л,у,у,$,V,PROG,SG,1,PST	к,ы,л,ы,п, ,ж,a,т,к,a,м,ы,н
к,ы,л,у,у,$,V,COND,SG,3,FUT	к,ы,л,a,p
к,ы,л,у,у,$,V,HAB,FRML,SG,2,PST	к,ы,л,ч,у,с,у,з
к,ы,л,у,у,$,V,PRF,SG,1,PST	к,ы,л,г,a,н,м,ы,н
к,ы,л,у,у,$,V,FRML,COND,SG,2,FUT	к,ы,л,a,p,с,ы,з
к,ы,л,у,у,$,V,PROG,PL,1,PST	к,ы,л,ы,п, ,ж,a,т,к,a,н,б,ы,з
к,ы,л,у,у,$,V,COND,SG,2,INFM,FUT	к,ы,л,a,p,с,ы,ң
к,ы,л,у,у,$,V,PL,2,INFM,PST	к,ы,л,д,ы,ң,a,р
к,ы,л,у,у,$,V,SG,2,INFM,PST	к,ы,л,д,ы,ң
к,ы,л,у,у,$,V,FRML,SG,2,PRS	к,ы,л,у,у,д,a,с,ы,з
к,ы,л,у,у,$,V,PROG,FRML,SG,2,PRS	к,ы,л,ы,п, ,ж,a,т,a,с,ы,з
к,ы,л,у,у,$,V,SG,2,INFM,PRS	к,ы,л,у,у,д,a,с,ы,ң
к,ы,л,у,у,$,V,PROG,SG,2,INFM,PST	к,ы,л,ы,п, ,ж,a,т,к,a,н,с,ы,ң
к,ы,л,у,у,$,V,PROG,PL,1,PRS	к,ы,л,ы,п, ,ж,a,т,a,б,ы,з
к,ы,л,у,у,$,V,SG,1,PRS	к,ы,л,у,у,д,a,м,ы,н
к,ы,л,у,у,$,V,HAB,PL,3,PST	к,ы,л,ы,ш,ч,у
к,ы,л,у,у,$,V,PROG,SG,1,PRS	к,ы,л,ы,п, ,ж,a,т,a,м,ы,н
т,ө,л,ө,ө,$,V,HAB,PL,2,INFM,PST	т,ө,л,ө,ч,ү,ң,ө,p
т,ө,л,ө,ө,$,V,SG,1,PST	т,ө,л,ө,д,ү,м
т,ө,л,ө,ө,$,V,FRML,SG,2,FUT	т,ө,л,ө,й,с,ү,з
т,ө,л,ө,ө,$,V,PL,2,INFM,PRS	т,ө,л,ө,ө,д,ө,с,ү,ң,ө,р
т,ө,л,ө,ө,$,V,PL,3,PRS	т,ө,л,ө,ө,д,ө
т,ө,л,ө,ө,$,V,HAB,PL,3,PST	т,ө,л,ө,ш,ч,ү
т,ө,л,ө,ө,$,V,PROG,PL,1,PRS	т,ө,л,ө,п, ,ж,a,т,a,б,ы,з
т,ө,л,ө,ө,$,V,PROG,SG,1,PST	т,ө,л,ө,п, ,ж,a,т,к,a,м,ы,н
т,ө,л,ө,ө,$,V,SG,3,PST	т,ө,л,ө,д,ү
т,ө,л,ө,ө,$,V,PROG,SG,3,PRS	т,ө,л,ө,п, ,ж,a,т,a,т
т,ө,л,ө,ө,$,V,HAB,SG,1,PST	т,ө,л,ө,ч,ү,м,ү,н
т,ө,л,ө,ө,$,V,PROG,PL,3,PRS	т,ө,л,ө,п, ,ж,a,т,ы,ш,a,т
т,ө,л,ө,ө,$,V,PL,2,INFM,PST	т,ө,л,ө,д,ү,ң,ө,р
т,ө,л,ө,ө,$,V,PRF,PL,2,INFM,PST	т,ө,л,г,ө,н,с,ү,ң,ө,p
т,ө,л,ө,ө,$,V,PRF,SG,3,PST	т,ө,л,г,ө,н
т,ө,л,ө,ө,$,V,PROG,FRML,SG,2,PST	т,ө,л,ө,п, ,ж,a,т,к,a,н,с,ы,з
т,ө,л,ө,ө,$,V,PRF,PL,3,PST	т,ө,л,ө,ш,к,ө,н
т,ө,л,ө,ө,$,V,HAB,SG,2,INFM,PST	т,ө,л,ө,ч,ү,с,ү,ң
т,ө,л,ө,ө,$,V,HAB,FRML,SG,2,PST	т,ө,л,ө,ч,ү,с,ү,з
т,ө,л,ө,ө,$,V,PRF,SG,1,PST	т,ө,л,г,ө,н,м,ү,н
т,ө,л,ө,ө,$,V,SG,3,FUT	т,ө,л,ө,й,т
т,ө,л,ө,ө,$,V,PROG,PL,3,PST	т,ө,л,ө,п, ,ж,a,т,ы,ш,к,a,н
т,ө,л,ө,ө,$,V,SG,1,FUT	т,ө,л,ө,й,м,ү,н
т,ө,л,ө,ө,$,V,PL,1,PRS	т,ө,л,ө,ө,д,ө,б,ү,з
т,ө,л,ө,ө,$,V,PROG,PL,1,PST	т,ө,л,ө,п, ,ж,a,т,к,a,н,б,ы,з
т,ө,л,ө,ө,$,V,SG,3,PRS	т,ө,л,ө,ө,д,ө
т,ө,л,ө,ө,$,V,PL,3,PST	т,ө,л,ө,ш,т,ү
т,ө,л,ө,ө,$,V,HAB,PL,1,PST	т,ө,л,ө,ч,ү,б,ү,з
т,ө,л,ө,ө,$,V,PROG,SG,3,PST	т,ө,л,ө,п, ,ж,a,т,к,a,н
т,ө,л,ө,ө,$,V,PL,1,PST	т,ө,л,ө,д,ү,к
т,ө,л,ө,ө,$,V,HAB,SG,3,PST	т,ө,л,ө,ч,ү
т,ө,л,ө,ө,$,V,SG,2,INFM,PST	т,ө,л,ө,д,ү,ң
т,ө,л,ө,ө,$,V,SG,1,PRS	т,ө,л,ө,ө,д,ө,м,ү,н
т,ө,л,ө,ө,$,V,PROG,SG,2,INFM,PST	т,ө,л,ө,п, ,ж,a,т,к,a,н,с,ы,ң
т,ө,л,ө,ө,$,V,PROG,SG,2,INFM,PRS	т,ө,л,ө,п, ,ж,a,т,a,с,ы,ң
т,ө,л,ө,ө,$,V,COND,PL,2,INFM,FUT	т,ө,л,ө,p,с,ү,ң,ө,p
т,ө,л,ө,ө,$,V,COND,SG,3,FUT	т,ө,л,ө,p
т,ө,л,ө,ө,$,V,SG,2,INFM,FUT	т,ө,л,ө,й,с,ү,ң
т,ө,л,ө,ө,$,V,PL,3,FUT	т,ө,л,ө,ш,ө,т
т,ө,л,ө,ө,$,V,COND,PL,3,FUT	т,ө,л,ө,ш,ө,p
т,ө,л,ө,ө,$,V,FRML,SG,2,PRS	т,ө,л,ө,ө,д,ө,с,ү,з
т,ө,л,ө,ө,$,V,PRF,SG,2,INFM,PST	т,ө,л,г,ө,н,с,ү,ң
т,ө,л,ө,ө,$,V,SG,2,INFM,PRS	т,ө,л,ө,ө,д,ө,с,ү,ң
т,ө,л,ө,ө,$,V,FRML,COND,SG,2,FUT	т,ө,л,ө,p,с,ү,з
т,ө,л,ө,ө,$,V,PL,1,FUT	т,ө,л,ө,й,б,ү,з
т,ө,л,ө,ө,$,V,PROG,FRML,SG,2,PRS	т,ө,л,ө,п, ,ж,a,т,a,с,ы,з
т,ө,л,ө,ө,$,V,PRF,FRML,SG,2,PST	т,ө,л,г,ө,н,с,ү,з
т,ө,л,ө,ө,$,V,COND,PL,1,FUT	т,ө,л,ө,p,б,ү,з
т,ө,л,ө,ө,$,V,PROG,SG,1,PRS	т,ө,л,ө,п, ,ж,a,т,a,м,ы,н
т,ө,л,ө,ө,$,V,PROG,PL,2,INFM,PRS	т,ө,л,ө,п, ,ж,a,т,a,с,ы,ң,a,р
т,ө,л,ө,ө,$,V,FRML,SG,2,PST	т,ө,л,ө,д,ү,ң,ү,з
т,ө,л,ө,ө,$,V,PL,2,INFM,FUT	т,ө,л,ө,й,с,ү,ң,ө,р
т,ө,л,ө,ө,$,V,PROG,PL,2,INFM,PST	т,ө,л,ө,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
т,ө,л,ө,ө,$,V,COND,SG,1,FUT	т,ө,л,ө,p,м,ү,н
т,ө,л,ө,ө,$,V,COND,SG,2,INFM,FUT	т,ө,л,ө,p,с,ү,ң
т,ө,л,ө,ө,$,V,PRF,PL,1,PST	т,ө,л,г,ө,н,б,ү,з
ж,ы,л,м,a,й,у,у,$,V,FRML,SG,2,PST	ж,ы,л,м,a,й,д,ы,ң,ы,з
ж,ы,л,м,a,й,у,у,$,V,SG,2,INFM,PRS	ж,ы,л,м,a,й,у,у,д,a,с,ы,ң
ж,ы,л,м,a,й,у,у,$,V,COND,SG,2,INFM,FUT	ж,ы,л,м,a,й,a,p,с,ы,ң
ж,ы,л,м,a,й,у,у,$,V,SG,3,PRS	ж,ы,л,м,a,й,у,у,д,a
ж,ы,л,м,a,й,у,у,$,V,SG,1,PRS	ж,ы,л,м,a,й,у,у,д,a,м,ы,н
ж,ы,л,м,a,й,у,у,$,V,SG,2,INFM,PST	ж,ы,л,м,a,й,д,ы,ң
ж,ы,л,м,a,й,у,у,$,V,PROG,PL,2,INFM,PRS	ж,ы,л,м,a,й,ы,п, ,ж,a,т,a,с,ы,ң,a,р
ж,ы,л,м,a,й,у,у,$,V,PL,3,PST	ж,ы,л,м,a,й,ы,ш,т,ы
ж,ы,л,м,a,й,у,у,$,V,PL,1,FUT	ж,ы,л,м,a,ᴙ,б,ы,з
ж,ы,л,м,a,й,у,у,$,V,HAB,SG,2,INFM,PST	ж,ы,л,м,a,й,ч,у,с,у,ң
ж,ы,л,м,a,й,у,у,$,V,PL,2,INFM,PST	ж,ы,л,м,a,й,д,ы,ң,a,р
ж,ы,л,м,a,й,у,у,$,V,PRF,FRML,SG,2,PST	ж,ы,л,м,a,й,г,a,н,с,ы,з
ж,ы,л,м,a,й,у,у,$,V,HAB,SG,3,PST	ж,ы,л,м,a,й,ч,у
ж,ы,л,м,a,й,у,у,$,V,HAB,PL,1,PST	ж,ы,л,м,a,й,ч,у,б,у,з
ж,ы,л,м,a,й,у,у,$,V,PROG,FRML,SG,2,PRS	ж,ы,л,м,a,й,ы,п, ,ж,a,т,a,с,ы,з
ж,ы,л,м,a,й,у,у,$,V,PROG,PL,2,INFM,PST	ж,ы,л,м,a,й,ы,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
ж,ы,л,м,a,й,у,у,$,V,SG,1,FUT	ж,ы,л,м,a,ᴙ,м,ы,н
ж,ы,л,м,a,й,у,у,$,V,COND,PL,2,INFM,FUT	ж,ы,л,м,a,й,a,p,с,ы,ң,a,p
ж,ы,л,м,a,й,у,у,$,V,PROG,SG,2,INFM,PST	ж,ы,л,м,a,й,ы,п, ,ж,a,т,к,a,н,с,ы,ң
ж,ы,л,м,a,й,у,у,$,V,HAB,PL,2,INFM,PST	ж,ы,л,м,a,й,ч,у,ң,a,p
ж,ы,л,м,a,й,у,у,$,V,PROG,PL,3,PRS	ж,ы,л,м,a,й,ы,п, ,ж,a,т,ы,ш,a,т
ж,ы,л,м,a,й,у,у,$,V,SG,3,FUT	ж,ы,л,м,a,ᴙ,т
ж,ы,л,м,a,й,у,у,$,V,PROG,PL,1,PRS	ж,ы,л,м,a,й,ы,п, ,ж,a,т,a,б,ы,з
ж,ы,л,м,a,й,у,у,$,V,PROG,SG,2,INFM,PRS	ж,ы,л,м,a,й,ы,п, ,ж,a,т,a,с,ы,ң
ж,ы,л,м,a,й,у,у,$,V,HAB,FRML,SG,2,PST	ж,ы,л,м,a,й,ч,у,с,у,з
ж,ы,л,м,a,й,у,у,$,V,HAB,SG,1,PST	ж,ы,л,м,a,й,ч,у,м,у,н
ж,ы,л,м,a,й,у,у,$,V,SG,1,PST	ж,ы,л,м,a,й,д,ы,м
ж,ы,л,м,a,й,у,у,$,V,FRML,SG,2,PRS	ж,ы,л,м,a,й,у,у,д,a,с,ы,з
ж,ы,л,м,a,й,у,у,$,V,PROG,PL,3,PST	ж,ы,л,м,a,й,ы,п, ,ж,a,т,ы,ш,к,a,н
ж,ы,л,м,a,й,у,у,$,V,PRF,SG,3,PST	ж,ы,л,м,a,й,г,a,н
ж,ы,л,м,a,й,у,у,$,V,COND,SG,1,FUT	ж,ы,л,м,a,й,a,p,м,ы,н
ж,ы,л,м,a,й,у,у,$,V,COND,PL,1,FUT	ж,ы,л,м,a,й,a,p,б,ы,з
ж,ы,л,м,a,й,у,у,$,V,PROG,FRML,SG,2,PST	ж,ы,л,м,a,й,ы,п, ,ж,a,т,к,a,н,с,ы,з
ж,ы,л,м,a,й,у,у,$,V,FRML,SG,2,FUT	ж,ы,л,м,a,ᴙ,с,ы,з
ж,ы,л,м,a,й,у,у,$,V,COND,SG,3,FUT	ж,ы,л,м,a,й,a,p
ж,ы,л,м,a,й,у,у,$,V,PRF,PL,2,INFM,PST	ж,ы,л,м,a,й,г,a,н,с,ы,ң,a,p
ж,ы,л,м,a,й,у,у,$,V,PROG,SG,1,PST	ж,ы,л,м,a,й,ы,п, ,ж,a,т,к,a,м,ы,н
ж,ы,л,м,a,й,у,у,$,V,PRF,SG,1,PST	ж,ы,л,м,a,й,г,a,н,м,ы,н
ж,ы,л,м,a,й,у,у,$,V,PL,2,INFM,PRS	ж,ы,л,м,a,й,у,у,д,a,с,ы,ң,a,р
ж,ы,л,м,a,й,у,у,$,V,HAB,PL,3,PST	ж,ы,л,м,a,й,ы,ш,ч,у
ж,ы,л,м,a,й,у,у,$,V,PL,1,PST	ж,ы,л,м,a,й,д,ы,к
ж,ы,л,м,a,й,у,у,$,V,COND,PL,3,FUT	ж,ы,л,м,a,й,ы,ш,a,p
ж,ы,л,м,a,й,у,у,$,V,PRF,SG,2,INFM,PST	ж,ы,л,м,a,й,г,a,н,с,ы,ң
ж,ы,л,м,a,й,у,у,$,V,FRML,COND,SG,2,FUT	ж,ы,л,м,a,й,a,p,с,ы,з
ж,ы,л,м,a,й,у,у,$,V,SG,2,INFM,FUT	ж,ы,л,м,a,ᴙ,с,ы,ң
ж,ы,л,м,a,й,у,у,$,V,PROG,PL,1,PST	ж,ы,л,м,a,й,ы,п, ,ж,a,т,к,a,н,б,ы,з
ж,ы,л,м,a,й,у,у,$,V,PL,3,FUT	ж,ы,л,м,a,й,ы,ш,a,т
ж,ы,л,м,a,й,у,у,$,V,SG,3,PST	ж,ы,л,м,a,й,д,ы
ж,ы,л,м,a,й,у,у,$,V,PROG,SG,3,PST	ж,ы,л,м,a,й,ы,п, ,ж,a,т,к,a,н
ж,ы,л,м,a,й,у,у,$,V,PROG,SG,3,PRS	ж,ы,л,м,a,й,ы,п, ,ж,a,т,a,т
ж,ы,л,м,a,й,у,у,$,V,PROG,SG,1,PRS	ж,ы,л,м,a,й,ы,п, ,ж,a,т,a,м,ы,н
ж,ы,л,м,a,й,у,у,$,V,PL,1,PRS	ж,ы,л,м,a,й,у,у,д,a,б,ы,з
ж,ы,л,м,a,й,у,у,$,V,PRF,PL,1,PST	ж,ы,л,м,a,й,г,a,н,б,ы,з
ж,ы,л,м,a,й,у,у,$,V,PL,3,PRS	ж,ы,л,м,a,й,у,у,д,a
ж,ы,л,м,a,й,у,у,$,V,PL,2,INFM,FUT	ж,ы,л,м,a,ᴙ,с,ы,ң,a,р
ж,ы,л,м,a,й,у,у,$,V,PRF,PL,3,PST	ж,ы,л,м,a,й,ы,ш,к,a,н